Número de Autorización;Fecha de Transacción;Descripción;Valor Original;Tasa Pactada;Tasa EA Facturada;Cargos y Abonos;Saldo a Diferir;Cuotas
10536;2023-01-04;Florería Online;288408.86;0.027732389733277917;8.776323407372555e-05;288408.86;0;1/1
38819;2020-11-22;Gimnasio;272083.18;0.008436054762104458;0.02129064656058688;272083.18;0;1/1
93855;2021-09-22;Nutricionista;312948.87;0.012047148340651067;0.025488992118108934;312948.87;0;1/1
16247;2024-07-22;Parque de Diversiones;325894.72;0.007221249714166728;0.016619236227948222;325894.72;0;1/1
97768;2025-01-03;Pastelería;128047.06;0.02740100119959985;0.014863157085376449;128047.06;0;1/1
13279;2020-06-23;Cambio de Tarjeta;49205.29;0.02159513164892081;0.0010447271998452968;49205.29;0;1/1
38008;2024-08-02;Estilista / Peluquería;25908.43;0.001839725784749554;0.004724922054889005;25908.43;0;1/1
68115;2024-06-19;Libros Digitales;37603.31;0.010808313205922779;0.03979949178506554;37603.31;0;1/1
42706;2024-04-06;Consolas;421242.22;0.020951872110591668;0.022380061723200912;421242.22;0;1/1
98710;2022-02-16;Decoración;485597.27;0.01338529445999309;0.0195365325039804;485597.27;0;1/1
23646;2021-03-18;Tienda de Ropa;31318.45;0.027893078826873863;0.012441492462384693;31318.45;0;1/1
65326;2022-03-18;Decoración;84909.27;0.02548672686548499;0.013602993015884196;84909.27;0;1/1
31064;2022-06-01;Zapatería;45409.8;0.01907007759667754;0.0019508872244416242;45409.8;0;1/1
82885;2023-01-16;Floristería;486970.45;0.015576633262530596;0.024019744494019665;486970.45;0;1/1
61203;2022-03-26;SUPERMERCADO;354143.01;0.022759524896273677;0.02154458163885759;354143.01;0;1/1
34692;2023-01-07;Universidad;351807.81;0.029967676954958795;0.018658986916880595;351807.81;0;1/1
31488;2024-03-25;Software;463485.5;0.011233397773182786;0.011975312313316118;463485.5;0;1/1
35978;2023-08-11;Pago de Servicios (Teléfono);279794.24;0.00824804387774102;0.02184911832161085;279794.24;0;1/1
98214;2021-03-24;Libros Digitales;207826.76;0.01090057139352386;0.035714457362212494;207826.76;0;1/1
67986;2024-12-07;Tienda de Moda;277567.57;0.029016803024290348;0.030273654771245436;277567.57;0;1/1
59636;2024-05-27;Marketplace Local;271286.77;0.016288325631649274;0.036138476266264964;271286.77;0;1/1
82667;2022-12-27;Pago de Servicios (Agua);483994.5;0.01051794617630675;0.03396200442380385;483994.5;0;1/1
80476;2021-07-21;Clínicas;361188.93;0.0003379407829058678;0.01613582757196959;361188.93;0;1/1
73539;2025-01-23;Veterinaria;248324.45;0.02721905863307533;0.003089042574584404;248324.45;0;1/1
19147;2021-06-28;Pago de Servicios (Luz);88207.55;0.01162470414036492;0.03850983508176105;88207.55;0;1/1
36243;2025-01-06;Ajuste Banco;26862.9;0.02345156966185247;0.00777764453293361;26862.9;0;1/1
93166;2022-09-02;Entrenador Personal;81420.2;0.02871899302630356;0.02547936416685949;81420.2;0;1/1
38018;2025-06-04;Imprenta;439963.71;0.011515610752418692;0.010491095158943807;439963.71;0;1/1
71871;2023-09-25;Licorería;341331.99;0.025592399227093963;0.02883410125570854;341331.99;0;1/1
62634;2020-08-21;Florería Online;286993.43;0.02240670830227221;0.00016403177527632984;286993.43;0;1/1
61550;2021-07-11;Conciertos/Eventos;67211.1;0.008800511481913466;0.03644316027013663;67211.1;0;1/1
10425;2020-01-04;Tienda de Ropa;346965.68;0.01524872361538243;0.023867313435012107;346965.68;0;1/1
21583;2020-10-18;Avance en Efectivo;58404.58;0.026430051991675137;0.013804876489243308;58404.58;0;1/1
16867;2022-09-03;Marketplace Local;112475.73;0.019944921908244897;0.014677512402859746;112475.73;0;1/1
98672;2022-03-12;Centro de Estética;41720.49;0.016000228917369082;0.028397274288410244;41720.49;0;1/1
57009;2023-03-27;Apps de Productividad;390233.72;0.002289771492897231;0.02819859892018433;390233.72;0;1/1
39092;2022-01-29;Cosméticos;125256.5;0.023126003231364194;0.0028545111275587987;125256.5;0;1/1
90666;2021-04-09;Gasolina;238901.66;0.024089831694117332;0.019679139811039165;238901.66;0;1/1
98005;2022-07-24;Centro de Estética;69188.5;0.001339350149199754;0.012831588138671557;69188.5;0;1/1
95473;2024-03-09;Discoteca;417944.35;0.002731587265362708;0.027534142696254617;417944.35;0;1/1
10285;2024-03-06;Panadería;398513.64;0.0007838199130342038;0.011307449001275538;398513.64;0;1/1
61139;2021-06-06;Créditos Personales;195551.54;0.001865454151669632;0.023891742620745587;195551.54;0;1/1
73638;2021-08-20;Uber/Didi/Cabify;236026.37;0.016844717844368213;0.03346591210889788;236026.37;0;1/1
51244;2023-05-14;Dietas Online;168388.67;0.009872387593839895;0.0058051225816663;168388.67;0;1/1
55267;2025-08-10;Ferretería;122098.86;0.011434982400843717;0.0012130850103397605;122098.86;0;1/1
79667;2021-07-09;Periódicos;413397.16;0.004165883717798493;0.0022964995776264276;413397.16;0;1/1
44314;2020-05-16;Pago de Servicios (Agua);159673.96;0.007572672222505029;0.008996868632881619;159673.96;0;1/1
47166;2022-05-16;Cambio de Tarjeta;337448.5;0.021017085041467126;0.01922086736198612;337448.5;0;1/1
62900;2020-07-30;Alquiler de Vivienda;421296.74;0.015407728210987898;0.03354586654019397;421296.74;0;1/1
70313;2021-05-24;Streaming (Netflix, Spotify);124461.1;0.0018154922926394968;0.03605470682850346;124461.1;0;1/1
65293;2022-12-31;Cambio de Tarjeta;261637.15;0.01633166462165732;0.035322499176366574;261637.15;0;1/1
46169;2021-07-03;Perfumería;29099.25;0.01679544071918243;0.033107007919973584;29099.25;0;1/1
33640;2022-10-10;Clínicas;258373.88;0.02490966581647004;0.027417520659046752;258373.88;0;1/1
68714;2023-11-30;Créditos Hipotecarios;93915.81;0.00256493433191192;0.005574496229479071;93915.81;0;1/1
32573;2021-06-15;Tienda de Mascotas;109650.17;0.00644545272944011;0.0014765302189509956;109650.17;0;1/1
30216;2024-07-28;Tienda de Manualidades;190580.4;0.025422518041402963;0.009693090707358678;190580.4;0;1/1
33329;2020-04-07;Seguros de Vida;426973.69;0.018525287974732976;0.01728826312258743;426973.69;0;1/1
35556;2021-04-01;Revistas;369913.27;0.004419982599888132;0.03081406313918159;369913.27;0;1/1
97461;2022-01-31;Marketplace Local;361311.22;0.011703989959421858;0.023778434981088385;361311.22;0;1/1
10838;2024-07-17;Universidad;382194.71;0.024673521857520014;0.006961150314109492;382194.71;0;1/1
90301;2022-05-31;Tienda de Electrodomésticos;89441.14;0.002844172277247864;0.030443249329408367;89441.14;0;1/1
28219;2025-06-28;Tienda de Instrumentos Musicales;176797.72;0.009929276333843603;0.031330303942754864;176797.72;0;1/1
97660;2022-10-26;Electricista;411311.05;0.025747201256596432;0.012373475447782653;411311.05;0;1/1
95332;2021-10-18;Panadería;379888.11;0.026221604063000333;0.008376597098680634;379888.11;0;1/1
94231;2020-05-29;Discoteca;164285.27;0.024387616412345277;0.020073177357869332;164285.27;0;1/1
75791;2025-03-15;Tienda de Manualidades;407033.3;0.009943508028351134;0.006269626872147956;407033.3;0;1/1
51615;2024-03-16;Agencia de Viajes;321360.76;0.0007805928600399647;0.017547821598599644;321360.76;0;1/1
62268;2025-01-27;Streaming (Netflix, Spotify);398608.67;0.01646463434500218;0.0353947101769487;398608.67;0;1/1
16768;2025-08-08;Suscripción Apps;226763.07;0.025171000236370943;0.022856616673669384;226763.07;0;1/1
30562;2023-10-19;Barbería;275886.02;0.01753903057916341;0.023858990490109786;275886.02;0;1/1
76309;2025-01-29;Tienda de Deportes;402946.22;0.00834852778079283;0.03216679412820088;402946.22;0;1/1
51850;2022-08-05;Pago de Servicios (Gas);95531.67;0.019926999613367483;0.02874254641288192;95531.67;0;1/1
72291;2020-04-02;Cine;226707.99;0.007172526386651477;6.577076908832246e-05;226707.99;0;1/1
81454;2023-07-08;Dentista;465725.62;0.0005694034078233501;0.026824850435079456;465725.62;0;1/1
46240;2024-05-21;Libros Digitales;483543.42;0.01996019289215281;0.014236822857394178;483543.42;0;1/1
86371;2025-06-04;Dietas Online;355707.54;0.020603393979751212;0.032979508227564076;355707.54;0;1/1
87044;2025-07-08;Cine;264591.53;0.025435932210563846;0.009138469824605049;264591.53;0;1/1
93321;2025-05-11;Clases de Música;414470.59;0.02475733542242558;0.021624967195695472;414470.59;0;1/1
17699;2024-02-14;Ferretería;441339.18;0.013139105220130834;0.00010847267456662202;441339.18;0;1/1
60656;2020-11-15;Tienda de Mascotas;337770.46;0.02253829487793353;0.01635578612235745;337770.46;0;1/1
61814;2022-09-08;Gasolina;109913.94;0.013839473059065004;0.005033022821560902;109913.94;0;1/1
24006;2020-10-09;Nutricionista;85076.3;0.01802383511713041;0.01832471391450967;85076.3;0;1/1
61132;2023-05-12;Créditos Personales;323896.87;0.0019029547257827216;0.028050777071230888;323896.87;0;1/1
13666;2020-02-01;SUPERMERCADO;233634.28;0.005842351774887045;0.010516989951369028;233634.28;0;1/1
79311;2023-12-18;Plomería;198982.28;0.007554450058749975;0.005256358799051188;198982.28;0;1/1
92776;2025-02-19;Consolas;443730.56;0.013089899252438371;0.023185439268325628;443730.56;0;1/1
88199;2023-07-28;Apps de Salud;391373.47;0.00915854090925624;0.008346914662443354;391373.47;0;1/1
70867;2025-04-19;SUPERMERCADO;373595.67;0.013590130825938728;0.00015277514085415778;373595.67;0;1/1
86394;2020-10-04;Hotel;350983.26;0.024914202451587427;0.038800070491679425;350983.26;0;1/1
44670;2020-06-20;Marketplace Local;358505.74;0.01152955643535578;0.02798963267028646;358505.74;0;1/1
16574;2025-01-10;Tienda de Mascotas;34940.81;0.0030956206101602412;0.017032111934464786;34940.81;0;1/1
77458;2023-11-08;Clases de Música;173201.37;0.0007143587223518011;0.008762418414933318;173201.37;0;1/1
58239;2021-12-08;Nutricionista;127316.52;0.022641282050695447;0.014919918115067321;127316.52;0;1/1
98685;2022-12-29;Clínicas;102769.44;0.007124173838465707;0.032566398377241686;102769.44;0;1/1
27757;2023-06-11;Créditos Personales;484670.6;0.02540147041761867;0.003950926848331635;484670.6;0;1/1
14483;2022-01-03;Hotel;362473.24;0.010738408078889603;0.03471083139408762;362473.24;0;1/1
12005;2020-09-21;Estacionamiento;457279.73;0.02411928846336043;0.009106747276461245;457279.73;0;1/1
17417;2022-08-31;Cursos Online;352298.98;0.012383050828282907;0.019036879682461674;352298.98;0;1/1
56563;2024-01-20;Libros Digitales;283564.76;0.022741244183921604;0.024041222500853533;283564.76;0;1/1
80187;2022-03-14;Reparaciones del Hogar;375745.68;0.0009931140706364373;0.01926964526506383;375745.68;0;1/1
39929;2022-12-14;Tienda de Ropa;261206.8;0.004496857018678675;0.0028717313320501072;261206.8;0;1/1
91394;2025-04-16;Ajuste Banco;216506.51;0.02362451771131613;0.0018702044645289907;216506.51;0;1/1
65136;2022-07-19;Avance en Efectivo;111968.48;0.0005515475932446512;0.010957026564403996;111968.48;0;1/1
35348;2024-12-29;Mueblería;447665.76;0.004833854213654545;0.030489334783070993;447665.76;0;1/1
31210;2023-06-23;Mueblería;63817.0;0.016789364056489807;0.00566536528747613;63817.0;0;1/1
86488;2021-10-04;Pago de Servicios (Internet);109465.44;0.004726268962335313;0.004014456524615748;109465.44;0;1/1
86257;2023-01-21;Pago de Servicios (Gas);288304.44;0.017885669359795027;0.004085169469502254;288304.44;0;1/1
28423;2020-06-18;Cursos Online;382174.8;0.003184529449927319;0.034097594754867074;382174.8;0;1/1
92280;2023-05-19;Papelería;33068.96;0.025961525415264156;0.016361501275646787;33068.96;0;1/1
22366;2025-03-17;Bolsos y Carteras;188516.29;0.005137128900270654;0.03729867628531232;188516.29;0;1/1
57672;2021-07-04;Colegio;257237.31;0.029899830582544997;0.02196730747304428;257237.31;0;1/1
34762;2025-06-14;Cursos Online;20113.91;0.014749819606100563;0.02674035189331243;20113.91;0;1/1
43465;2024-12-22;Tienda de Moda;366057.71;0.028271012668557735;0.0019138946617494668;366057.71;0;1/1
71118;2022-04-11;Barbería;130129.67;0.024724196032475675;0.024867117961205745;130129.67;0;1/1
28945;2024-08-02;Centro de Estética;137764.8;0.026228092247475455;0.010299532740945971;137764.8;0;1/1
31870;2020-09-05;SUPERMERCADO;397178.7;0.027203905547512057;0.020832170439814314;397178.7;0;1/1
40699;2023-01-23;Cambio de Tarjeta;434685.82;0.015124734862539615;0.01868282190698292;434685.82;0;1/1
79076;2020-09-15;Estacionamiento;20285.64;0.02660942309653696;0.02446787290981438;20285.64;0;1/1
79581;2020-05-19;Estilista / Peluquería;35397.48;0.02641175333961331;0.007214165857400161;35397.48;0;1/1
48452;2020-06-05;Seguros de Salud;324464.08;0.02621686870517178;0.03576084202859625;324464.08;0;1/1
70778;2022-01-16;Taxi;435670.9;0.010870581711974971;0.005229391951326034;435670.9;0;1/1
89413;2021-03-23;Tienda de Deportes;79844.01;0.023680717506426245;0.007585625364801665;79844.01;0;1/1
38034;2024-04-05;Museo;372653.0;0.013372266961009578;0.022444014518526907;372653.0;0;1/1
81157;2022-03-15;Reparaciones del Hogar;399208.34;0.01689815570322586;0.03868324224130353;399208.34;0;1/1
28476;2023-09-28;Apps de Salud;127384.37;0.0135634881646918;0.021711175749898337;127384.37;0;1/1
59822;2022-11-23;Barbería;348524.35;0.02640619236572734;0.02682679210735624;348524.35;0;1/1
17696;2023-06-04;Zapatería;226492.68;0.0030346021932498943;0.00980585800711955;226492.68;0;1/1
30755;2020-01-13;Créditos Personales;184563.81;0.011363874635917499;0.006049083884828237;184563.81;0;1/1
77986;2024-11-19;Zapatería;432519.64;0.029589393606233815;0.024046604148014166;432519.64;0;1/1
78167;2022-06-26;Pago de Servicios (Gas);95864.42;0.016649436128380612;0.00754819747905136;95864.42;0;1/1
55890;2021-04-19;Psicólogo;119642.26;0.007458238166158043;0.02837541877710283;119642.26;0;1/1
40944;2022-08-27;Imprenta;222687.7;0.002803517588703508;0.03318612904467263;222687.7;0;1/1
78910;2025-09-03;Nutricionista;58665.11;0.002453740964928017;0.019324302790025203;58665.11;0;1/1
78631;2025-01-11;Florería Online;235152.02;0.011924113891503484;0.026949711261095542;235152.02;0;1/1
34764;2025-05-10;Fotografía;194395.3;0.028217244100160296;0.02703860865311176;194395.3;0;1/1
32976;2023-07-28;Marketplace (Amazon, eBay);262450.02;0.02606829398110884;0.01884559518953213;262450.02;0;1/1
21047;2023-03-29;Veterinaria;79249.72;0.009458076684990538;0.036539978174011355;79249.72;0;1/1
59329;2025-03-17;Pago de Servicios (Agua);111233.46;0.018495580139519373;0.007372412957161019;111233.46;0;1/1
39317;2022-02-03;Mueblería;481446.44;0.02778168762228945;0.03075823853255166;481446.44;0;1/1
82797;2020-09-26;Florería Online;400360.69;0.0041259028464170336;0.003100901445668334;400360.69;0;1/1
70667;2021-10-09;Farmacia;258894.33;0.008972251904048798;0.008477773832273142;258894.33;0;1/1
14101;2021-05-25;Suscripción Apps;299298.8;0.020020739153006898;0.021437235870462236;299298.8;0;1/1
83502;2023-03-02;Streaming (Netflix, Spotify);52460.13;0.012331054606150253;0.011595605100302086;52460.13;0;1/1
14513;2024-07-13;Colegio;179108.68;0.014599648637864011;0.002171052874397277;179108.68;0;1/1
45117;2024-05-01;Plomería;95058.55;0.025016413104082202;0.014817545270371593;95058.55;0;1/1
51244;2021-08-07;Nutricionista;290283.68;0.01199941204360127;0.009030690220740403;290283.68;0;1/1
75107;2022-07-12;Floristería;34321.14;0.009088905623214728;0.02061802979724451;34321.14;0;1/1
51523;2025-07-01;Cosméticos;221191.09;0.02578377660673649;0.00924930428950785;221191.09;0;1/1
31781;2024-06-15;Mueblería;448309.67;0.0013598276632261052;0.027851287904783303;448309.67;0;1/1
20828;2023-09-04;Parque de Diversiones;470514.74;0.025136465420668858;0.009696672039784806;470514.74;0;1/1
98299;2024-01-10;Pago de Servicios (Gas);167587.65;0.023872533148405584;0.02994152040634284;167587.65;0;1/1
24897;2023-10-09;Créditos Personales;253888.72;0.02304487087070386;0.039596679180198796;253888.72;0;1/1
45361;2021-04-03;Papelería;294232.9;0.02941573157413138;0.02322100075961024;294232.9;0;1/1
65095;2023-09-11;Seguros de Salud;278738.69;0.017074519489356704;0.015738635577765562;278738.69;0;1/1
94611;2025-03-27;Heladería;167648.52;0.013720025246426867;0.004877115817739917;167648.52;0;1/1
16945;2021-07-07;Farmacia;36521.68;0.0292307937899366;0.012419417917035807;36521.68;0;1/1
70398;2020-02-24;Joyería;263045.79;0.020810788372538653;0.02269746435452481;263045.79;0;1/1
18355;2023-07-29;Mueblería;123484.5;0.02355349321761978;0.01569923388712588;123484.5;0;1/1
41958;2021-05-16;Avance en Efectivo;204557.73;0.023278759283310826;0.02051685498066207;204557.73;0;1/1
39690;2024-02-06;Clases de Música;131275.37;0.01875988472444649;0.036575205033304956;131275.37;0;1/1
20824;2020-09-02;Clínicas;61829.65;0.0098514368906295;0.014133827151713586;61829.65;0;1/1
23747;2022-10-21;Bolsos y Carteras;402723.23;0.01806023852689311;0.012923853655543462;402723.23;0;1/1
14177;2021-05-22;Seguros de Salud;492006.67;0.024299432294938018;0.004051198624868193;492006.67;0;1/1
37067;2022-04-27;Nutricionista;392024.13;0.023774274392398775;0.010342084876913061;392024.13;0;1/1
84711;2020-04-17;Cosméticos;329807.76;0.027110261860531105;0.023607243216440407;329807.76;0;1/1
82401;2021-06-25;Plomería;471858.52;0.016450320165459043;0.024349195299304495;471858.52;0;1/1
58920;2020-04-17;Centro de Estética;404563.61;0.009461429661142025;0.02541770532921553;404563.61;0;1/1
52846;2023-02-28;Veterinaria;141450.82;0.011689523438385913;0.026712981788545385;141450.82;0;1/1
47955;2023-09-12;Bolsos y Carteras;218136.81;0.026308361704269607;0.00041511590681806435;218136.81;0;1/1
95458;2021-03-26;Tienda de Deportes;472263.57;0.028877749151823975;0.014629187058495537;472263.57;0;1/1
43855;2025-07-30;Pago de Servicios (Internet);448228.74;0.002406278812364234;0.01729322634857064;448228.74;0;1/1
18173;2024-07-02;Bolsos y Carteras;476402.79;0.02211183198854861;0.026919923382418047;476402.79;0;1/1
18637;2024-04-10;Cambio de Tarjeta;370887.72;0.005435586006318668;0.02774667272167056;370887.72;0;1/1
88688;2021-06-18;Dentista;116335.85;0.02812054074770071;0.0014258162553653132;116335.85;0;1/1
88565;2025-02-28;Suscripción Apps;238084.73;0.007073241672566463;0.018640878046610635;238084.73;0;1/1
51332;2022-07-11;Floristería;201474.31;0.021629322066650268;0.012980038162898833;201474.31;0;1/1
43975;2023-06-13;Tienda de Instrumentos Musicales;353570.63;0.016334113940149088;0.0004408197626073163;353570.63;0;1/1
73206;2020-05-19;Fotografía;195138.73;0.0011988803063544327;0.0013920009393573007;195138.73;0;1/1
28790;2020-08-30;Fotografía;315514.69;0.0027295111401685734;0.030528912353227723;315514.69;0;1/1
54054;2021-06-14;Estilista / Peluquería;110330.9;0.029613379993356174;0.018280844201768818;110330.9;0;1/1
35757;2024-11-07;Universidad;318311.97;0.008022724408171887;0.02194168499179559;318311.97;0;1/1
89914;2022-11-29;Pastelería;208900.28;0.012100354251648189;0.007751679727468934;208900.28;0;1/1
93343;2023-10-13;Electrónica;115524.79;0.02311283695496238;0.020962349396016117;115524.79;0;1/1
89586;2024-12-07;Dentista;478637.59;0.027808665045606317;0.03479480115926587;478637.59;0;1/1
36378;2022-11-04;Apps de Salud;47773.26;0.005790476971034857;0.038354368008060205;47773.26;0;1/1
22361;2025-02-06;Bar;184837.91;0.0006296546414470116;0.0039044732158453987;184837.91;0;1/1
10549;2020-12-31;Bolsos y Carteras;95801.05;0.01703777381371042;0.008086927313168296;95801.05;0;1/1
56302;2020-08-27;Hotel;465548.81;0.020098110463051315;0.009865462416761103;465548.81;0;1/1
79368;2023-09-02;Accesorios de Celulares;469105.03;0.0007751218957007644;0.021146604051075372;469105.03;0;1/1
74098;2021-12-23;Software;279665.11;0.0054491192734643845;0.024839743353964494;279665.11;0;1/1
50208;2024-06-11;Escuelas de Baile;478594.71;0.0024958512410249334;0.03085571265477102;478594.71;0;1/1
42191;2020-03-24;Tienda de Deportes;46414.12;0.011075357740514121;0.019222088272131233;46414.12;0;1/1
30255;2024-05-10;Farmacia;439026.41;0.004498079591896431;0.0010326938929099416;439026.41;0;1/1
14001;2022-03-10;Marketplace Local;139586.75;0.0032265655901065303;0.02155129212311793;139586.75;0;1/1
78687;2024-05-23;Parque de Diversiones;245295.26;0.004776372710043072;0.024225517036917634;245295.26;0;1/1
66822;2020-11-23;Ferretería;185900.83;0.01173851891066037;0.02775579973813415;185900.83;0;1/1
76177;2024-05-09;Mueblería;479665.2;0.008206707491943806;0.01112330909994188;479665.2;0;1/1
11050;2021-11-04;Marketplace Local;288853.18;0.021578393301566887;0.026980498265152666;288853.18;0;1/1
30785;2024-03-28;Farmacia;437788.25;0.022060036522640384;0.004209667177181875;437788.25;0;1/1
76868;2022-09-20;Ferretería;228979.41;0.014527459998805555;0.001091784976393546;228979.41;0;1/1
84506;2020-03-21;Gasolina;210915.23;0.011774418747322083;0.01251515268544921;210915.23;0;1/1
46745;2023-02-16;Streaming (Netflix, Spotify);407175.39;0.02510646357691113;0.022439464816911836;407175.39;0;1/1
33968;2020-02-03;Videojuegos;29548.57;0.02770024338790364;0.02005685861069577;29548.57;0;1/1
84534;2023-10-02;Estilista / Peluquería;219901.57;0.002522814868946428;0.0004170998134459092;219901.57;0;1/1
40901;2021-04-09;Pago de Servicios (Internet);199794.57;0.025566926524100215;0.002959500719353838;199794.57;0;1/1
46146;2023-08-23;Ferretería;51119.28;0.01776537594232227;0.016732037211316192;51119.28;0;1/1
81989;2023-11-23;Museo;360246.2;0.015602140579795138;0.008891902981856577;360246.2;0;1/1
84747;2025-03-25;Floristería;438680.54;0.020342974553399798;0.03844998997920412;438680.54;0;1/1
47784;2020-02-26;Seguros de Vida;74867.11;0.0016437202563269724;0.011792364090991474;74867.11;0;1/1
81273;2025-08-07;Estilista / Peluquería;93623.39;0.0025162070606077024;0.014545894880152645;93623.39;0;1/1
75997;2022-08-28;Periódicos;355654.85;0.01783895992788433;0.009284321302085102;355654.85;0;1/1
81916;2024-04-13;Pago de Servicios (Teléfono);197350.68;0.003494204969779011;0.026332204349685945;197350.68;0;1/1
45198;2024-02-02;Panadería;361029.88;0.026982247938013338;0.02469734931715214;361029.88;0;1/1
13376;2023-05-01;Panadería;141630.85;0.010157036152907691;0.010544831868671549;141630.85;0;1/1
26468;2021-08-26;Hotel;419585.41;0.008424891667944922;0.019622245087217712;419585.41;0;1/1
10496;2020-05-26;Alquiler de Vivienda;447034.17;0.012276375451659445;0.0016872541105599037;447034.17;0;1/1
83104;2023-03-21;Pastelería;418514.48;0.003909713402892499;0.034605707471212346;418514.48;0;1/1
83339;2021-08-23;Estacionamiento;94613.53;0.020106313938720866;0.023473881701712933;94613.53;0;1/1
27580;2020-09-28;Licorería;280308.92;0.029014122925896505;0.010043273107702696;280308.92;0;1/1
10969;2021-05-31;Estilista / Peluquería;274209.76;0.001279693631512826;0.014937611634962399;274209.76;0;1/1
59902;2025-07-22;Transporte Público;366204.79;0.011321271208208852;0.0309935772682682;366204.79;0;1/1
49384;2020-01-06;Marketplace (Amazon, eBay);143153.31;0.01946873403052506;0.026317341028162803;143153.31;0;1/1
63840;2022-04-17;Parque de Diversiones;152955.18;0.003218749986192868;0.00908315292946976;152955.18;0;1/1
16018;2025-08-31;Libros Digitales;228781.63;0.0001586741135809122;0.022819965326255055;228781.63;0;1/1
75473;2022-06-24;Pastelería;102958.46;0.025449436689198655;0.020541253992523264;102958.46;0;1/1
34242;2024-12-11;Pinturas;170952.38;0.0004378757027910496;0.01680940310726069;170952.38;0;1/1
47101;2025-03-17;Videojuegos;439434.94;0.018443921672015612;0.0075553051721000755;439434.94;0;1/1
80436;2022-01-13;Imprenta;151881.38;0.026706220648299042;0.013739161056559337;151881.38;0;1/1
61801;2022-07-19;Periódicos;90332.19;0.006662470711002408;0.017268336664588144;90332.19;0;1/1
11017;2024-06-21;Hotel;343380.77;0.025479367230758936;0.03318600225711209;343380.77;0;1/1
57323;2020-09-06;SUPERMERCADO;428341.92;0.02663871018272818;0.012932497033263678;428341.92;0;1/1
52529;2023-06-03;Tienda de Juguetes;466087.48;0.018286751911852823;9.052647223907417e-05;466087.48;0;1/1
68718;2020-03-18;Clínicas;415415.74;0.023658630160814004;0.03671306377859737;415415.74;0;1/1
10125;2022-02-26;Cine;117858.25;0.0010205153669620903;0.036567224880409414;117858.25;0;1/1
81028;2025-05-29;Perfumería;79192.06;0.015219962393082535;0.0038306453562396304;79192.06;0;1/1
31739;2023-11-26;Tienda de Instrumentos Musicales;446343.21;0.0145606621477641;0.019845776055958737;446343.21;0;1/1
91621;2025-01-18;Cafetería;186545.08;0.029289097982592955;0.013617633344208097;186545.08;0;1/1
37722;2024-10-09;Veterinaria;476332.82;0.023402182850377963;0.0365186760934531;476332.82;0;1/1
13019;2020-05-16;Electricista;212311.48;0.01934110968548991;0.003863856229735707;212311.48;0;1/1
49952;2022-07-12;Seguros de Salud;175152.06;0.029122542042045084;0.009196369020325675;175152.06;0;1/1
43728;2025-01-04;Gimnasio;37272.8;0.012382986991139686;0.003072542793250639;37272.8;0;1/1
92429;2022-08-10;Escuelas de Idiomas;117221.58;0.010418592579099268;0.032423654760967875;117221.58;0;1/1
58710;2020-08-07;Libros Digitales;195915.76;0.02891763217212521;0.012598382123501884;195915.76;0;1/1
71089;2023-12-20;Gasolina;123505.95;0.011432688231871999;0.002785304155145556;123505.95;0;1/1
76325;2024-09-26;Floristería;381184.11;0.021904214706648748;0.009787819695051386;381184.11;0;1/1
94075;2025-01-03;Nutricionista;208703.35;0.02897136498919388;0.022550752050868237;208703.35;0;1/1
13140;2021-07-16;Accesorios de Celulares;373247.71;0.0037614538299135148;0.004417744314739869;373247.71;0;1/1
34169;2024-12-22;Seguros de Salud;67987.02;0.01842591028215895;0.012502338529990848;67987.02;0;1/1
97944;2024-08-27;Taxi;346764.78;0.0016150852581349406;0.029816951971667036;346764.78;0;1/1
22796;2020-08-11;Consolas;351791.64;0.0034286766296736057;0.004976890031621562;351791.64;0;1/1
17506;2024-04-20;Psicólogo;320570.57;0.017129370674513145;0.00779634671151491;320570.57;0;1/1
67643;2020-03-26;Electrónica;208701.86;0.024813706613472267;0.02528459278846535;208701.86;0;1/1
34230;2020-07-26;Floristería;228878.42;0.002865447874979291;0.03402319569517552;228878.42;0;1/1
43983;2025-05-08;Joyería;498735.77;0.024664831122972814;0.00923311608005983;498735.77;0;1/1
60859;2022-02-08;Estacionamiento;179817.64;0.027835564143086692;0.0324098884507732;179817.64;0;1/1
88182;2024-03-01;Licorería;263189.71;0.012371637953329469;0.03427113128829696;263189.71;0;1/1
21060;2024-10-16;Marketplace Local;470238.91;0.027205234908674585;0.01974346687522497;470238.91;0;1/1
45844;2022-10-30;Universidad;368602.67;0.012203816303898342;0.0332210675217512;368602.67;0;1/1
56528;2020-05-20;Pago de Servicios (Gas);225586.72;0.005859147718713835;0.03399006026474829;225586.72;0;1/1
51833;2024-12-25;Apps de Salud;76805.28;0.010777976177029564;0.030487330885811726;76805.28;0;1/1
25090;2022-12-18;Estilista / Peluquería;64065.04;0.017666655939585524;0.009854390277336051;64065.04;0;1/1
98096;2024-08-19;Tienda de Deportes;38137.29;0.017909513812590573;0.029215161636511392;38137.29;0;1/1
49420;2022-05-24;Clínicas;357350.33;0.02273216085655089;0.02193720781919918;357350.33;0;1/1
69203;2023-06-09;Cine;390289.12;0.001652804533013058;0.028864877042392326;390289.12;0;1/1
64094;2022-10-16;Dentista;223899.38;0.015023611528274866;0.020772119728960713;223899.38;0;1/1
11640;2022-01-29;Marketplace (Amazon, eBay);365248.18;0.01615737999655153;0.01991309211143946;365248.18;0;1/1
